Year,GeoCode,Value
2021,,101942
2020,,101858
2019,,106237
2018,,107872
2017,,107374
2016,,107845
2015,,107923
2014,,100866
2013,,106866
2012,,98996
2011,,99009
2021,1.0,6148
2020,1.0,6214
2019,1.0,6219
2018,1.0,6259
2017,1.0,6259
2016,1.0,6233
2015,1.0,6250
2014,1.0,5296
2013,1.0,6213
2012,1.0,5228
2011,1.0,5223
2021,2.0,4627
2020,2.0,4627
2019,2.0,4626
2018,2.0,4760
2017,2.0,4838
2016,2.0,4816
2015,2.0,4848
2014,2.0,4449
2013,2.0,4848
2012,2.0,4443
2011,2.0,4443
2021,3.0,5404
2020,3.0,5404
2019,3.0,5444
2018,3.0,5589
2017,3.0,5593
2016,3.0,5612
2015,3.0,5611
2014,3.0,4732
2013,3.0,5611
2012,3.0,4733
2011,3.0,4733
2021,4.0,6688
2020,4.0,6688
2019,4.0,7517
2018,4.0,5677
2017,4.0,6458
2016,4.0,7271
2015,4.0,7367
2014,4.0,6564
2013,4.0,7515
2012,4.0,6593
2011,4.0,7116
2021,5.0,4646
2020,5.0,4623
2019,5.0,5020
2018,5.0,5642
2017,5.0,4955
2016,5.0,5013
2015,5.0,4958
2014,5.0,4219
2013,5.0,4929
2012,5.0,3982
2011,5.0,4131
2021,6.0,4706
2020,6.0,4681
2019,6.0,5193
2018,6.0,5099
2017,6.0,5030
2016,6.0,5122
2015,6.0,5122
2014,6.0,5108
2013,6.0,4998
2012,6.0,5024
2011,6.0,4500
2021,7.0,3812
2020,7.0,3809
2019,7.0,4814
2018,7.0,5192
2017,7.0,5843
2016,7.0,5775
2015,7.0,5817
2014,7.0,5494
2013,7.0,5817
2012,7.0,5398
2011,7.0,5425
2021,8.0,5290
2020,8.0,5262
2019,8.0,5379
2018,8.0,5470
2017,8.0,5438
2016,8.0,5480
2015,8.0,5477
2014,8.0,5438
2013,8.0,5475
2012,8.0,5354
2011,8.0,5354
2021,9.0,3980
2020,9.0,3980
2019,9.0,3972
2018,9.0,3976
2017,9.0,3975
2016,9.0,3893
2015,9.0,3802
2014,9.0,3802
2013,9.0,3797
2012,9.0,3876
2011,9.0,3876
2021,10.0,8278
2020,10.0,8278
2019,10.0,8804
2018,10.0,9740
2017,10.0,9158
2016,10.0,9112
2015,10.0,9014
2014,10.0,8051
2013,10.0,8986
2012,10.0,8041
2011,10.0,8008
2021,11.0,10260
2020,11.0,10255
2019,11.0,10561
2018,11.0,10425
2017,11.0,10620
2016,11.0,10469
2015,11.0,10441
2014,11.0,10409
2013,11.0,10429
2012,11.0,10333
2011,11.0,10319
2021,12.0,5691
2020,12.0,5679
2019,12.0,5747
2018,12.0,6141
2017,12.0,5398
2016,12.0,5848
2015,12.0,5653
2014,12.0,5627
2013,12.0,5585
2012,12.0,5605
2011,12.0,5679
2021,13.0,4555
2020,13.0,4503
2019,13.0,4570
2018,13.0,4581
2017,13.0,4581
2016,13.0,4594
2015,13.0,4594
2014,13.0,4594
2013,13.0,4575
2012,13.0,4591
2011,13.0,4528
2021,14.0,3344
2020,14.0,3344
2019,14.0,3444
2018,14.0,3863
2017,14.0,3906
2016,14.0,3432
2015,14.0,3432
2014,14.0,2981
2013,14.0,3453
2012,14.0,3008
2011,14.0,2853
2021,15.0,4329
2020,15.0,4314
2019,15.0,4701
2018,15.0,5144
2017,15.0,4866
2016,15.0,4888
2015,15.0,4987
2014,15.0,4521
2013,15.0,4831
2012,15.0,4362
2011,15.0,4404
2021,16.0,4002
2020,16.0,4002
2019,16.0,4058
2018,16.0,3879
2017,16.0,3879
2016,16.0,3917
2015,16.0,4067
2014,16.0,4065
2013,16.0,4057
2012,16.0,4012
2011,16.0,4008
2021,17.0,3036
2020,17.0,3036
2019,17.0,3036
2018,17.0,3039
2017,17.0,3065
2016,17.0,3121
2015,17.0,3085
2014,17.0,3058
2013,17.0,2910
2012,17.0,2765
2011,17.0,2888
2021,18.0,3522
2020,18.0,3522
2019,18.0,3522
2018,18.0,3378
2017,18.0,3494
2016,18.0,3456
2015,18.0,3456
2014,18.0,2530
2013,18.0,3414
2012,18.0,2458
2011,18.0,2568
2021,19.0,5687
2020,19.0,5700
2019,19.0,5695
2018,19.0,5704
2017,19.0,5704
2016,19.0,5689
2015,19.0,5703
2014,19.0,5689
2013,19.0,5233
2012,19.0,5219
2011,19.0,5204
