Year,GeoCode,Value
2015,,15845
2016,,16191
2017,,16264
2018,,16341
2019,,16867
2020,,17397
2015,1,2396
2016,1,2676
2017,1,2757
2018,1,2834
2019,1,3100
2020,1,3254
2015,2,1044
2016,2,1110
2017,2,1110
2018,2,1110
2019,2,1240
2020,2,1239
2015,3,305
2016,3,305
2017,3,305
2018,3,305
2019,3,305
2020,3,360
2015,4,1618
2016,4,1618
2017,4,1618
2018,4,1618
2019,4,1618
2020,4,1618
2015,5,0
2016,5,0
2017,5,0
2018,5,0
2019,5,0
2020,5,0
2015,6,875
2016,6,875
2017,6,867
2018,6,867
2019,6,867
2020,6,894
2015,7,0
2016,7,0
2017,7,0
2018,7,0
2019,7,0
2020,7,0
2015,8,0
2016,8,0
2017,8,0
2018,8,0
2019,8,0
2020,8,0
2015,9,0
2016,9,0
2017,9,0
2018,9,0
2019,9,0
2020,9,0
2015,10,1371
2016,10,1371
2017,10,1371
2018,10,1371
2019,10,1371
2020,10,1371
2015,11,806
2016,11,806
2017,11,806
2018,11,806
2019,11,806
2020,11,856
2015,12,4775
2016,12,4775
2017,12,4775
2018,12,4775
2019,12,4905
2020,12,5021
2015,13,0
2016,13,0
2017,13,0
2018,13,0
2019,13,0
2020,13,0
2015,14,126
2016,14,126
2017,14,126
2018,14,126
2019,14,126
2020,14,126
2015,15,0
2016,15,0
2017,15,0
2018,15,0
2019,15,0
2020,15,0
2015,16,1443
2016,16,1443
2017,16,1443
2018,16,1443
2019,16,1443
2020,16,1443
2015,17,0
2016,17,0
2017,17,0
2018,17,0
2019,17,0
2020,17,0
2015,18,907
2016,18,907
2017,18,907
2018,18,907
2019,18,907
2020,18,1028
2015,19,179
2016,19,179
2017,19,179
2018,19,179
2019,19,179
2020,19,187
