Year,Gender,Age,GeoCode,Value
2018,,,,25.1
2017,,,,27.5
2016,,,,29.6
2015,,,,30.9
2018,Men,,,24.2
2017,Men,,,26.7
2016,Men,,,29
2015,Men,,,30.5
2018,Women,,,25.9
2017,Women,,,28.3
2016,Women,,,30.1
2015,Women,,,31.2
2018,,<18,,31.2
2017,,<18,,33.8
2016,,<18,,35.9
2015,,<18,,37.2
2018,,18 a 64,,26.1
2017,,18 a 64,,28.6
2016,,18 a 64,,30.9
2015,,18 a 64,,32.3
2018,,>=65,,17.4
2017,,>=65,,19.5
2016,,>=65,,20.6
2015,,>=65,,21.4
2018,,,1,18.8
2017,,,1,20.7
2016,,,1,23.4
2015,,,1,24.9
2018,,,2,15.2
2017,,,2,17.3
2016,,,2,19.3
2015,,,2,20.5
2018,,,3,18.6
2017,,,3,21
2016,,,3,22.8
2015,,,3,23.6
2018,,,4,20.3
2017,,,4,21.4
2016,,,4,23.4
2015,,,4,24.1
2018,,,5,26.9
2017,,,5,30
2016,,,5,32.2
2015,,,5,32.9
2018,,,6,13.2
2017,,,6,14.7
2016,,,6,15.8
2015,,,6,16.4
2018,,,7,32.4
2017,,,7,34.9
2016,,,7,36.6
2015,,,7,37.7
2018,,,8,21.8
2017,,,8,24.2
2016,,,8,25.8
2015,,,8,27.5
2018,,,9,28.4
2017,,,9,30.7
2016,,,9,32.9
2015,,,9,34.3
2018,,,10,28.9
2017,,,10,31.7
2016,,,10,33.8
2015,,,10,34.9
2018,,,11,31.4
2017,,,11,34.1
2016,,,11,36.1
2015,,,11,38
2018,,,12,24.8
2017,,,12,27.4
2016,,,12,29.6
2015,,,12,31.1
2018,,,13,21.1
2017,,,13,22.9
2016,,,13,24
2015,,,13,24.8
2018,,,14,21.9
2017,,,14,24.5
2016,,,14,26.8
2015,,,14,27.3
2018,,,15,31.7
2017,,,15,34.8
2016,,,15,37.1
2015,,,15,38.3
2018,,,16,30
2017,,,16,32.4
2016,,,16,34.7
2015,,,16,36.6
2018,,,17,20.4
2017,,,17,22.9
2016,,,17,25.8
2015,,,17,27
2018,,,18,32.2
2017,,,18,34.5
2016,,,18,38.3
2015,,,18,40.2
2018,,,19,25.4
2017,,,19,28.7
2016,,,19,31.9
2015,,,19,34.5
